id,highway,name,oneway,lit,lanes,maxspeed,railway,boundary,access,natural,barrier,tunnel,bridge,incline,waterway,busway,toll
297727991,tertiary,,yes,,,,,,,,,,,,,,
297727992,tertiary,,yes,,,,,,,,,,,,,,
297782080,secondary,,yes,,,,,,,,,,,,,,
298058260,residential,,no,,,,,,,,,,,,,,
298058261,pedestrian,,,,,,,,,,,,,,,,
298058262,residential,,,,,,,,,,,,,,,,
298058263,residential,,,,,,,,,,,,,,,,
298058264,residential,,,,,,,,,,,,,,,,
298106004,secondary,,yes,,,,,,,,,,,,,,
298106514,tertiary,,yes,,,,,,,,,,,,,,
298106517,tertiary,,yes,,,,,,,,,,,,,,
298106518,tertiary,,yes,,,,,,,,,,,,,,
298114592,secondary,,yes,yes,1,,,,,,,,,,,,
298116295,tertiary,,no,,,,,,,,,,,,,,
298116296,tertiary,,yes,,,,,,,,,,,,,,
298116422,tertiary,,yes,,,,,,,,,,,,,,
298120590,tertiary,,yes,,,,,,,,,,,,,,
298120591,tertiary,,no,,,,,,,,,,,,,,
298121218,tertiary,,yes,,,,,,,,,,,,,,
298121222,tertiary,,yes,,,,,,,,,,,,,,
298121573,tertiary,,yes,,,,,,,,,,,,,,
298130329,secondary,,yes,yes,,,,,,,,,,,,,
298130330,secondary,,yes,yes,,,,,,,,,,,,,
298130331,tertiary,,yes,yes,2,50,,,,,,,,,,,
298130332,motorway_link,,yes,,,,,,,,,,,,,,
298130543,tertiary,,no,,,,,,,,,,,,,,
298176375,residential,,yes,,,,,,,,,,,,,,
298180722,residential,,no,,,,,,,,,,,,,,
298180723,residential,,no,,,,,,,,,,,,,,
298180724,residential,,yes,,,,,,,,,,,,,,
298180725,residential,,no,,,,,,,,,,,,,,
298180726,residential,,yes,,,,,,,,,,,,,,
298180727,residential,,yes,,,,,,,,,,,,,,
298180728,tertiary,,yes,,,,,,,,,,,,,,
298180729,residential,,no,,,,,,,,,,,,,,
298180730,residential,,yes,,,,,,,,,,,,,,
298278591,primary,,yes,,,,,,,,,,,,,,
298278592,tertiary,,no,,,,,administrative,,,,,,,,,
298282245,tertiary,,no,,,,,administrative,,,,,,,,,
298282246,primary,,yes,,,,,,,,,,,,,,
298284884,pedestrian,,,,,,,,,,,,,,,,
298293482,tertiary,,yes,,,,,,,,,,,,,,
298295456,primary,,no,yes,4,50,,,,,,,,,,,
298296034,tertiary,,yes,,,,,,,,,,,,,,
298296536,primary,,no,yes,4,50,,,,,,,,,,,
298298663,primary,,yes,yes,3,,,,,,,,,,,,
298303025,tertiary,,yes,,,,,,,,,,,,,,
298303734,residential,,,,,,,,,,,,,,,,
298303735,residential,,,,,,,,,,,,,,,,
298303737,tertiary,,,,,,,,,,,,,,,,
298303738,primary,,yes,yes,,50,,,,,,,,,,,
298304232,tertiary,,yes,,,,,,,,,,,,,,
298304233,tertiary,,yes,,,,,,,,,,,,,,
298304234,tertiary,,,,,,,,,,,,,,,,
298306703,tertiary,,,,,,,,,,,,,,,,
298383050,residential,,yes,,,,,,,,,,,,,,
298383164,residential,,yes,,,,,,,,,,,,,,
298387434,service,,,,,,,,,,,,,,,,
298390532,tertiary,,yes,yes,,,,,,,,,,,,,
298390533,secondary,,yes,yes,,,,,,,,,,,,,
298390568,secondary,,yes,yes,,,,,,,,,,,,,
298390570,secondary,,yes,yes,,,,,,,,,,,,,
298390908,residential,,yes,,,,,,,,,,,,,,
298390909,tertiary,,yes,,2,,,,,,,,,,,,
298390910,residential,,yes,,,,,,,,,,,,,,
298390911,residential,,yes,,2,45,,,,,,,,,,,
298396376,tertiary,,yes,yes,,,,,,,,,,,,,
298398391,residential,,yes,,,,,,,,,,,,,,
298398392,residential,,,,,,,,,,,,,,,,
298405954,residential,,yes,,,,,,,,,,,,,,
298405955,secondary,,yes,yes,,,,,,,,,,,,,
298406068,primary,,yes,,,50,,,,,,,,,,,
298407905,residential,,yes,,,,,,,,,,,,,,
298407908,residential,,yes,,2,45,,,,,,,,,,,
298409971,tertiary,,yes,yes,,,,,,,,,,,,,
298410237,residential,,yes,,,,,,,,,,,,,,
298410238,residential,,yes,,,,,,,,,,,,,,
298469988,primary,,yes,yes,,50,,,,,,,,,,,
298478914,residential,,,,,,,,,,,,,,,,
298478915,tertiary,,,,,,,,,,,,,,,,
298616992,residential,,yes,,,,,,,,,,,,,,
298616993,tertiary,,,,,,,,,,,,,,,,
298618899,residential,,yes,,,,,,,,,,,,,,
298618900,tertiary,,yes,,,,,,,,,,,,,,
298640295,primary,,yes,yes,,,,,,,,,,,,,
298640453,primary,,yes,,,,,,,,,,,,,,
298640455,primary,,yes,yes,3,,,,,,,,,,,,
298641521,secondary,,yes,,3,,,,,,,,,,,,
298641949,tertiary,,yes,,,,,,,,,,,,,,
298647429,residential,,yes,,,,,,,,,,,,,,
298647431,residential,,yes,,1,50,,,yes,,,,,,,,
298673193,residential,,,,,,,,,,,,,,,,
298744689,primary,,yes,yes,4,,,,,,,,,,,,
298812159,tertiary,,no,,,,,,,,,,,,,,
298816115,residential,,,,,,,,,,,,,,,,
298816117,residential,,,,,,,administrative,,,,,,,,,
298817846,,,,,,,,administrative,,,,,,,,,
298817848,tertiary,,yes,,,,,,,,,,,,,,
298817850,tertiary,,yes,,,,,administrative,,,,,,,,,
298817851,tertiary,,yes,,,,,,,,,,,,,,
298818965,tertiary,,,,,,,,,,,,,,,,
298818968,tertiary,,,,,,,,,,,,,,,,
298820076,tertiary,,,,,,,,,,,,,,,,
298820255,residential,,,,,,,,,,,,,,,,
298822236,tertiary,,no,,,,,,,,,,,,,,
298822237,tertiary,,yes,,,,,,,,,,,,,,
298822238,tertiary,,yes,,,,,,,,,,,,,,
298822239,tertiary,,yes,,,,,,,,,,,,,,
298822240,tertiary,,yes,,,,,,,,,,,,,,
298822685,tertiary,,yes,,,,,,,,,,,,,,
298823520,secondary,,no,yes,,50,,,,,,,,,,,
298828555,secondary,,yes,,3,,,,,,,,,,,,
298829717,residential,,yes,,,,,,,,,,,,,,
298829718,residential,,yes,,,,,,,,,,,,,,
298829719,residential,,yes,,,,,,,,,,,,,,
298829720,tertiary,,yes,,,,,,,,,,,,,,
298830588,tertiary,,yes,,,,,,,,,,,,,,
298831246,residential,,yes,,,,,,,,,,,,,,
298831247,tertiary,,yes,,,,,,,,,,,,,,
298838083,tertiary,,yes,,1,,,,,,,,,,,,
298982651,residential,,yes,,,,,,,,,,,,,,
298982738,tertiary,,,,,,,,,,,,,,,,
298982739,residential,,yes,,,,,,,,,,,,,,
298982740,residential,,yes,,,,,,,,,,,,,,
298982741,tertiary,,yes,,,,,,,,,,,,,,
299036976,tertiary,,yes,,,,,,,,,,,,,,
299036978,tertiary,,yes,,,,,,,,,,,,,,
299036980,tertiary,,yes,,,,,,,,,,,,,,
299039249,tertiary,,yes,,,,,,,,,,,,,,
299039250,tertiary,,yes,,,,,,,,,,,,,,
299039646,tertiary,,,,,,,,,,,,,,,,
299039647,tertiary,,yes,,2,,,administrative,,,,,,,,,
299192473,residential,,,,,,,,,,,,,,,,
299192475,residential,,,,,,,,,,,,,,,,
299257516,residential,,yes,,,,,,,,,,,,,,
299258040,tertiary,,yes,,,,,,,,,,,,,,
299282300,tertiary,,no,,,,,,,,,,,,,,
299284303,tertiary,,yes,,,,,,,,,,,,,,
299284304,residential,,yes,,,,,,,,,,,,,,
299285409,residential,,,,,,,,,,,,,,,,
299285411,residential,,,,,,,,,,,,,,,,
299290830,tertiary,,yes,,,,,,,,,,,,,,
299290833,tertiary,,yes,,,,,,,,,,,,,,
299291902,tertiary,,yes,,,,,,,,,,,,,,
299291903,tertiary,,yes,,,,,,,,,,,,,,
299291904,tertiary,,yes,,,,,,,,,,,,,,
299300460,secondary,,yes,yes,,,,,,,,,,,,,
299300462,primary,,yes,yes,2,50,,,,,,,,,,,
299496091,tertiary,,,,,,,,,,,,,,,,
299496092,residential,,yes,,,,,,,,,,,,,,
299496791,residential,,yes,,,,,,,,,,,,,,
299496792,tertiary,,,,,,,,,,,,,,,,
299496933,trunk,,yes,yes,,,,,,,,,,,,,
299496934,tertiary,,yes,,,,,,,,,,,,,,
299496935,trunk,,yes,yes,,,,,,,,,,,,,
299496936,tertiary,,yes,,,,,,,,,,,,,,
299498424,tertiary,,yes,yes,,30,,,,,,,,,,,
299498425,primary,,yes,yes,,,,,,,,,,,,,
299498426,residential,,yes,,,,,,,,,,,,,,
299498427,primary,,yes,yes,,,,,,,,,,,,,
299500104,residential,,yes,,,,,,,,,,,,,,
299500105,tertiary,,yes,yes,,30,,,,,,,,,,,
299502759,tertiary,,yes,,,,,,,,,,,,,,
299502761,residential,,yes,,,,,,,,,,,,,,
299506410,primary,,yes,yes,,,,,,,,,,,,,
299510180,residential,,yes,,,,,,,,,,,,,,
299510181,secondary,,yes,,,,,,,,,,,,,,
299510529,secondary,,yes,,,,,,,,,,,,,,
299510530,residential,,yes,,,,,,,,,,,,,,
299514251,residential,,yes,,,,,,,,,,,,,,
299514252,tertiary,,yes,,2,,,,,,,,,,,,
299514253,residential,,yes,,,,,,,,,,,,,,
299514254,residential,,,,,,,,,,,,,,,,
299625042,secondary,,yes,yes,,,,,,,,,,,,,
299625043,secondary,,yes,yes,,,,,,,,,,,,,
299625044,residential,,yes,,,,,,,,,,,,,,
299625084,secondary,,yes,yes,,,,,,,,,,,,,
299625086,secondary,,yes,yes,,,,,,,,,,,,,
299625087,tertiary,,yes,,,,,,,,,,,,,,
299625997,tertiary,,,,,,,,,,,,,,,,
299626108,residential,,,,,,,,,,,,,,,,
299626112,residential,,no,,,,,,,,,,,,,,
299626219,residential,,no,,,,,,,,,,,,,,
299626220,residential,,,,,,,,,,,,,,,,
299626318,residential,,yes,,,,,,,,,,,,,,
299626319,residential,,,,,,,,,,,,,,,,
299626320,tertiary,,no,,,,,,,,,,,,,,
299626451,tertiary,,no,,,,,,,,,,,,,,
299626452,tertiary,,,,,,,,,,,,,,,,
299643492,primary,,yes,yes,,,,,,,,,,,,,
299644700,secondary,,yes,,3,,,,,,,,,,,,
299645306,tertiary,,yes,,,,,,,,,,,,,,
299645496,tertiary,,yes,,,,,,,,,,,,,,
299654833,tertiary,,yes,,,,,,,,,,,,,,
299656282,tertiary,,yes,,,,,,,,,,,,,,
299656283,residential,,-1,,,,,,,,,,,,,,
299656284,tertiary,,yes,,,,,,,,,,,,,,
299656748,residential,,yes,,,,,,,,,,,,,,
299657353,tertiary,,yes,,,,,,,,,,,,,,
299658206,residential,,yes,,,,,,,,,,,,,,
299658207,secondary,,yes,,,,,,,,,,,,,,
299658208,residential,,yes,,,,,,,,,,,,,,
299661885,residential,,yes,,,,,,,,,,,,,,
299662400,tertiary,,,,,,,,,,,,,,,,
299665378,residential,,yes,,,,,,,,,,,,,,
299665402,tertiary,,yes,,,,,,,,,,,,,,
299683828,primary,,yes,yes,4,,,,,,,,,,,,
299685187,tertiary,,,,,,,,,,,,,,,,
299685285,tertiary,,,,,,,,,,,,,,,,
299685286,tertiary,,,,,,,,,,,,,,,,
299685998,secondary,,yes,,2,,,,,,,,,,,,
299686098,secondary,,yes,,3,,,,,,,,,,,,
299686465,tertiary,,yes,,,,,,,,,,,,,,
299689984,unclassified,,,,,,,,,,,,,,,,
299689985,residential,,yes,,,,,,,,,,,,,,
299689986,tertiary,,no,,,,,,,,,,,,,,
299690777,tertiary,,no,,,,,,,,,,,,,,
299690778,unclassified,,,,,,,,,,,,,,,,
299690779,residential,,yes,,,,,,,,,,,,,,
299690780,tertiary,,no,,,,,,,,,,,,,,
299794149,tertiary,,yes,,,,,,,,,,,,,,
299794150,trunk,,yes,yes,2,,,,,,,,,,,,
299794151,trunk,,yes,yes,,,,,,,,,,,,,
299794239,trunk,,yes,yes,,,,,,,,,,,,,
299799809,unclassified,,,,,,,,,,,,,,,,
299799810,unclassified,,,,,,,,,,,,,,,,
299864580,residential,,yes,,,,,,,,,,,,,,
299864594,secondary,,,,,,,,,,,,,,,,
299864595,tertiary,,,,,,,,,,,,,,,,
299867116,secondary,,yes,,,,,,,,,,,,,,
299867120,secondary,,yes,,,,,,,,,,,,,,
299888948,tertiary,,yes,,,,,,,,,,,,,,
299888949,secondary,,yes,yes,,50,,,,,,,,,,,
299888950,secondary,,yes,yes,,50,,,,,,,,,,,
299891933,secondary,,yes,yes,,,,,,,,,,,,,
299892367,secondary,,yes,yes,,,,,,,,,,,,,
299960077,secondary,,,,,,,,,,,,,,,,
299960386,tertiary,,,,,,,,,,,,,,,,
299960432,residential,,yes,,,,,,,,,,,,,,
300084586,tertiary,,yes,,,,,,,,,,,,,,
300084587,residential,,yes,,,,,,,,,,,,,,
300084898,residential,,yes,,,,,,,,,,,,,,
300084900,residential,,yes,,,,,,,,,,,,,,
300085782,tertiary,,yes,,,,,,,,,,,,,,
300089844,tertiary,,,,,,,,,,,,,,,,
300090403,tertiary,,yes,,,,,,,,,,,,,,
300091280,tertiary,,yes,,,,,,,,,,,,,,
300091694,residential,,yes,,,,,,,,,,,,,,
300091697,residential,,yes,,,,,,,,,,,,,,
300092261,tertiary,,yes,,,,,,,,,,,,,,
300092330,tertiary,,yes,,,,,,,,,,,,,,
300092768,tertiary,,yes,,,,,,,,,,,,,,
300092769,tertiary,,yes,,,,,,,,,,,,,,
300096628,tertiary,,no,,,,,,,,,,,,,,
300096629,tertiary,,yes,,,,,,,,,,,,,,
300100145,primary,,yes,yes,,,,,,,,,,,,,
300100148,residential,,yes,,,,,,,,,,,,,,
300100150,primary,,yes,yes,,,,,,,,,,,,,
300102317,secondary,,yes,yes,2,,,,,,,,,,,,
300102318,residential,,yes,,,,,,,,,,,,,,
300103490,residential,,no,,,,,,,,,,,,,,
300103788,tertiary,,,,2,,,,,,,,,,,,
300103790,residential,,no,,,,,,,,,,,,,,
300105508,tertiary,,yes,,,,,,,,,,,,,,
300189930,tertiary,,yes,,1,,,,,,,,,,,,
300190021,residential,,no,,,,,,,,,,,,,,
300190964,residential,,,,,,,,,,,,,,,,
300190965,tertiary,,no,,1,,,,,,,,,,,,
300191093,tertiary,,yes,,,,,,,,,,,,,,
300198353,tertiary,,yes,,,,,,,,,,,,,,
300198355,tertiary,,yes,,,,,,,,,,,,,,
300204386,secondary,,yes,,2,,,,,,,,,,,,
300204389,primary_link,,yes,yes,2,,,,,,,,,,,,
300207255,tertiary,,yes,,,,,administrative,,,,,,,,,
300210184,primary,,yes,yes,,,,,,,,,,,,,
300298334,secondary,,yes,yes,,50,,,,,,,,,,,
300299726,secondary,,yes,yes,,50,,,,,,,,,,,
300300868,secondary,,yes,,,,,,,,,,,,,,
300300869,secondary,,yes,,,,,,,,,,,,,,
300300870,residential,,yes,,,,,,,,,,,,,,
300633932,tertiary,,no,,,,,,,,,,,,,,
300633933,tertiary,,no,,,,,,,,,,,,,,
300633934,tertiary,,no,,,,,,,,,,,,,,
300710530,path,,,,,,,,,,,,,,,,
300741170,secondary,,yes,yes,,,,,,,,,,,,,
300742171,tertiary,,yes,yes,,,,,,,,,,,,,
300742172,secondary,,yes,yes,3,50,,,,,,,,,,,
300742326,tertiary,,yes,,,,,,,,,,,,,,
300742327,residential,,yes,,,,,,,,,,,,,,
300742329,residential,,yes,,,,,,,,,,,,,,
300742644,tertiary,,no,,4,,,,,,,,,,,,
300742645,residential,,yes,,,,,administrative,,,,,,,,,
300742646,primary,,yes,yes,4,90,,,,,,,,,,,
300743235,primary,,yes,yes,4,90,,,,,,,,,,,
300743236,tertiary,,yes,,,,,,,,,,,,,,
300797194,tertiary,,yes,,,,,administrative,,,,,,,,,
300797195,tertiary,,yes,,,,,,,,,,,,,,
300909161,secondary,,yes,yes,,,,,,,,,,,,,
300909162,tertiary,,yes,,,,,,,,,,,,,,
300910281,secondary,,yes,yes,,,,,,,,,,,,,
300910282,secondary,,yes,yes,,,,,,,,,,,,,
300923658,secondary,,yes,yes,2,50,,,,,,,,,,,
300923659,secondary,,yes,yes,2,50,,,,,,,,,,,
300923660,secondary,,yes,yes,2,50,,,,,,,,,,,
300924590,trunk,,yes,yes,2,50,,,,,,,,,,,
300924591,trunk,,yes,yes,5,50,,,,,,,,,,,
300925146,residential,,yes,,,,,,,,,,,,,,
300928453,trunk,,yes,yes,4,50,,,,,,,,,,,
300933522,secondary,,yes,yes,,50,,,,,,,,,,,
300965081,footway,,,,,,,,,,,,,,,,
301090869,primary,,yes,,,,,,,,,,,,,,
301481500,primary,,yes,yes,,,,,,,,,,,,,
301615028,secondary,,yes,,,,,,,,,,,,,,
301615089,secondary,,yes,,,,,,,,,,,,,,
301615091,secondary,,yes,,,,,,,,,,,,,,
301622215,residential,,yes,,,,,,,,,,,,,,
301622653,secondary,,yes,yes,,,,,,,,,,,,,
302044999,residential,,,,,,,,,,,,,,,,
302045002,residential,,,,,,,,,,,,,,,,
302045139,residential,,yes,,,,,,,,,,,,,,
302045140,residential,,yes,,,,,,,,,,,,,,
302223606,tertiary,,yes,,,,,,,,,,,,,,
302226940,tertiary,,yes,,,,,,,,,,,,,,
302226941,service,,,,,,,,,,,,,,,,
302229741,trunk,,yes,yes,4,50,,,,,,,,,,,
302236651,tertiary,,yes,,,,,,,,,,,,,,
302295973,tertiary,,no,,,30,,administrative,yes,,,,,,,,
302295974,secondary,,yes,yes,,,,,,,,,,,,,
302297170,tertiary,,no,,,,,,,,,,,,,,
302298809,trunk,,yes,yes,4,50,,,,,,,,,,,
302298810,trunk,,yes,yes,4,50,,,,,,,,,,,
302298811,tertiary,,yes,,,,,,,,,,,,,,
302364110,tertiary,,yes,,,,,,,,,,,,,,
302364111,trunk,,yes,yes,4,50,,,,,,,,,,,
302381001,residential,,,,,,,,,,,,,,,,
302381002,residential,,,,,,,,,,,,,,,,
302381003,residential,,yes,,,30,,,,,,,,,,,
302381004,tertiary,,,,,,,,,,,,,,,,
302381005,residential,,yes,,,,,,,,,,,,,,
302381006,residential,,yes,,,30,,,,,,,,,,,
302381007,residential,,yes,,,,,,,,,,,,,,
302381008,residential,,,,,,,,,,,,,,,,
302381009,residential,,yes,,,,,,,,,,,,,,
302381010,residential,,yes,,,,,,,,,,,,,,
302383287,residential,,,,,,,,,,,,,,,,
302383288,residential,,,,,,,,,,,,,,,,
302476273,secondary_link,,yes,,,,,,,,,,,,,,
302568352,residential,,,,,,,,,,,,,,,,
302574202,secondary,,yes,yes,,50,,,,,,,,,,,
302574375,secondary,,yes,yes,,,,,,,,,,,,,
302574636,tertiary,,no,,,,,,,,,,,,,,
302574637,secondary,,yes,yes,,,,,,,,,,,,,
302574929,tertiary,,,,,,,,,,,,,,,,
302575703,residential,,yes,,,,,,,,,,,,,,
302575704,tertiary,,yes,,,,,,,,,,,,,,
302577233,tertiary,,,,,,,,,,,,,,,,
302577236,tertiary,,no,,,,,,,,,,,,,,
302578477,tertiary,,no,,,,,,,,,,,,,,
302578478,tertiary,,yes,,,,,,,,,,,,,,
302578941,tertiary,,no,,,,,,,,,,,,,,
302578974,residential,,no,,,,,,,,,,,,,,
302578975,secondary,,yes,yes,,,,,,,,,,,,,
302578976,secondary,,yes,yes,,,,,,,,,,,,,
302585746,,,,,,,,,,,fence,,,,,,
302586033,trunk_link,,yes,yes,,,,,,,,,,,,,
302586034,trunk_link,,yes,yes,,,,,,,,,,,,,
302586286,steps,,no,,,,,,,,,,,,,,
302586287,residential,,no,,,,,,,,,,,,,,
302602616,tertiary,,yes,,,,,,,,,,,,,,
302618377,secondary,,yes,yes,,,,,,,,,,,,,
302618997,residential,,yes,,,,,,,,,,,,,,
302618998,secondary,,yes,,,,,,,,,,,,,,
302618999,residential,,-1,,,,,,,,,,,,,,
302619000,secondary,,yes,,,,,,,,,,,,,,
302619001,residential,,yes,,,,,,,,,,,,,,
302619002,residential,,-1,,,,,,,,,,,,,,
302619094,residential,,yes,,,,,,,,,,,,,,
302619095,residential,,no,,,,,,,,,,,,,,
302619420,residential,,,,,,,,,,,,,,,,
302619487,tertiary,,,,,,,,,,,,,,,,
302619488,secondary,,yes,,,,,,,,,,,,,,
302619797,tertiary,,-1,,,,,,,,,,,,,,
302619800,tertiary,,yes,,,,,,,,,,,,,,
302619954,tertiary,,yes,,,,,,,,,,,,,,
302619955,residential,,yes,,,,,,,,,,,,,,
302619956,tertiary,,-1,,,,,,,,,,,,,,
302620233,secondary,,yes,,2,,,,,,,,,,,,
302620234,secondary,,yes,yes,3,50,,,,,,,,,,,
302620646,residential,,yes,,,,,,,,,,,,,,
302620647,residential,,yes,,,,,,,,,,,,,,
302620934,residential,,yes,,,,,,,,,,,,,,
302620935,residential,,yes,,,,,,,,,,,,,,
302627536,,,,,,,,,,tree_row,,,,,,,
302627537,,,,,,,,,,tree_row,,,,,,,
302627538,,,,,,,,,,tree_row,,,,,,,
302627539,,,,,,,,,,tree_row,,,,,,,
302627540,,,,,,,,,,tree_row,,,,,,,
302627541,,,,,,,,,,tree_row,,,,,,,
302627542,,,,,,,,,,tree_row,,,,,,,
302627543,,,,,,,,,,tree_row,,,,,,,
302627544,,,,,,,,,,tree_row,,,,,,,
302627545,,,,,,,,,,tree_row,,,,,,,
302628069,,,,,,,,,,tree_row,,,,,,,
302628070,,,,,,,,,,tree_row,,,,,,,
302628071,,,,,,,,,,tree_row,,,,,,,
302628072,,,,,,,,,,tree_row,,,,,,,
302658446,,,,,,,,,,tree_row,,,,,,,
302713073,residential,,yes,,,,,,,,,,,,,,
302713387,residential,,yes,,,,,,,,,,,,,,
302713388,residential,,yes,,,,,,,,,,,,,,
303032051,secondary_link,,yes,yes,,,,,,,,,,,,,
303032298,residential,,yes,,,,,,,,,,,,,,
303032299,residential,,yes,,,,,,,,,,,,,,
303036371,tertiary,,no,,,,,,,,,,,,,,
303036372,tertiary,,yes,,,,,,,,,,,,,,
303036373,tertiary,,yes,,,,,,,,,,,,,,
303037752,tertiary,,yes,yes,,,,,,,,,,,,,
303071971,tertiary,,yes,yes,,,,,,,,,,,,,
303075084,tertiary,,yes,,,,,,,,,,,,,,
303077442,tertiary,,yes,,,,,postal_code,,,,,,,,,
303078951,tertiary,,yes,,,,,,,,,,,,,,
303078952,residential,,yes,,,,,,,,,,,,,,
303078953,tertiary,,yes,,,,,,,,,,,,,,
303079205,tertiary,,no,,,,,,,,,,,,,,
303079206,tertiary,,yes,,,,,,,,,,,,,,
303081029,tertiary,,no,,,,,,,,,,,,,,
303081299,tertiary,,yes,,,,,,,,,,,,,,
303081300,tertiary,,no,,,,,,,,,,,,,,
303081990,tertiary,,yes,,,,,,,,,,,,,,
303082198,residential,,,,,,,,,,,,,,,,
303082334,tertiary,,yes,,,,,,,,,,,,,,
303082463,tertiary,,yes,,,,,postal_code,,,,,,,,,
303082823,tertiary,,yes,,,,,,,,,,,,,,
303082824,tertiary,,,,,,,,,,,,,,,,
303082825,tertiary,,no,,,,,,,,,,,,,,
303133557,tertiary,,,,,,,,,,,,,,,,
303134151,tertiary,,no,,,,,,,,,,,,,,
303135490,primary,,yes,yes,,,,,,,,,,,,,
303135491,primary,,yes,yes,,,,,,,,,,,,,
303135493,tertiary,,yes,,,,,administrative,,,,,,,,,
303135495,tertiary,,yes,,,10,,,,,,,,,,,
303135497,tertiary,,yes,,,,,,,,,,,,,,
303282952,tertiary,,yes,,,,,,,,,,,,,,
303282953,tertiary,,yes,,,,,,,,,,,,,,
303283554,tertiary,,-1,,,,,,,,,,,,,,
303283555,residential,,yes,,,,,,,,,,,,,,
303283611,tertiary,,yes,,,,,,,,,,,,,,
303283994,tertiary,,yes,,,,,,,,,,,,,,
303283995,tertiary,,yes,,,,,,,,,,,,,,
303284621,tertiary,,no,,,,,,,,,,,,,,
303284785,residential,,yes,,,,,,,,,,,,,,
303284786,tertiary,,no,,,,,,,,,,,,,,
303285017,tertiary,,no,,,,,,,,,,,,,,
303285018,tertiary,,yes,,,,,,,,,,,,,,
303307994,,,,,,,,,,,fence,,,,,,
303439404,primary,,yes,,,,,,,,,,,,,,
303439405,tertiary,,yes,,,,,,,,,,,,,,
303502889,secondary,,yes,yes,,,,,,,,,,,,,
303502890,residential,,,,,,,,,,,,,,,,
303502891,residential,,-1,,,,,,,,,,,,,,
303502892,tertiary,,-1,,,,,,,,,,,,,,
303502893,secondary,,yes,yes,,,,,,,,,,,,,
303504413,tertiary,,yes,,,,,,,,,,,,,,
303504414,tertiary,,yes,,,,,,,,,,,,,,
303507833,tertiary,,yes,,,,,,,,,,,,,,
303513200,tertiary,,yes,,,30,,,yes,,,,,,,,
303513201,tertiary,,no,,,30,,,yes,,,,,,,,
303517782,residential,,,,,,,,,,,,,,,,
303520399,secondary,,yes,yes,2,50,,,,,,,,,,,
303520403,secondary,,yes,yes,2,50,,,,,,,,,,,
303520404,secondary,,yes,yes,2,50,,,,,,,,,,,
303576666,secondary,,yes,yes,,,,,,,,,,,,,
303577240,secondary,,yes,yes,3,50,,,,,,,,,,,
303604329,secondary,,yes,,,,,,,,,,,,,,
303604330,secondary,,yes,,,,,,,,,,,,,,
303605842,residential,,no,,2,,,,,,,,,,,,
303605843,tertiary,,no,,,,,,,,,,,,,,
303605844,secondary,,yes,,,,,,,,,,,,,,
303605845,secondary,,yes,,,,,,,,,,,,,,
303739665,secondary,,yes,yes,2,50,,,,,,,,,,,
303739666,secondary,,yes,yes,2,50,,,,,,,,,,,
303740270,secondary,,yes,yes,2,50,,,,,,,,,,,
303740271,secondary,,yes,yes,2,50,,,,,,,,,,,
303740995,residential,,-1,,,,,,,,,,,,,,
303753006,secondary,,yes,yes,2,50,,,,,,,,,,,
303753007,tertiary,,,,,,,,,,,,,,,,
303753008,secondary,,yes,,,,,,,,,,,,,,
303753768,tertiary,,yes,yes,1,50,,,,,,,,,,,
303753769,secondary,,yes,yes,2,50,,,,,,,,,,,
303754148,tertiary,,yes,,,,,,,,,,,,,,
303754149,secondary,,yes,yes,,,,,,,,,,,,,
303754243,tertiary,,,,,,,,,,,,,,,,
303755268,secondary,,yes,yes,,,,,,,,,,,,,
303755271,secondary,,yes,yes,,,,,,,,,,,,,
303755275,secondary,,yes,yes,,,,,,,,,,,,,
303777104,residential,,,,,,,,,,,,,,,,
303777106,residential,,,,,,,,,,,,,,,,
303777108,residential,,,,,,,,,,,,,,,,
303799354,tertiary,,no,,,30,,administrative,yes,,,,,,,,
303799355,residential,,,,,,,,,,,,,,,,
303799356,residential,,,,,,,,,,,,,,,,
303799408,secondary,,yes,yes,,,,,,,,,,,,,
303841711,tertiary,,yes,,,,,,,,,,,,,,
303841712,residential,,,,,,,,,,,,,,,,
303845890,trunk,,yes,yes,4,50,,,,,,,,,,,
303921719,tertiary,,yes,,,,,,,,,,,,,,
304074629,steps,,,,,,,,,,,,,,,,
304074630,path,,,,,,,,,,,,,,,,
304074631,footway,,,,,,,,,,,,,,,,
304074633,footway,,,,,,,,,,,,,,,,
304074634,footway,,,,,,,,,,,,,,,,
304240845,secondary,,yes,,,,,,,,,,,,,,
304240846,secondary,,yes,,,,,,,,,,,,,,
304391288,secondary,,yes,yes,,50,,,,,,,,,,,
304668135,residential,,yes,,,,,,,,,,,,,,
304758826,secondary,,yes,,,,,,,,,,,,,,
304760279,secondary,,yes,,,,,,,,,,,,,,
304760280,secondary,,yes,,,,,,,,,,,,,,
304760281,secondary,,yes,,,,,,,,,,,,,,
304760458,secondary,,yes,,,,,,,,,,,,,,
304760978,secondary,,yes,,,,,,,,,,,,,,
304761005,secondary,,yes,,,,,,,,,,,,,,
304772576,secondary,,yes,yes,,,,,,,,,,,,,
304773167,secondary_link,,yes,,,,,,,,,,,,,,
304773996,secondary,,yes,,,,,,,,,,,,,,
304943416,tertiary,,yes,,,,,,,,,,,,,,
304943417,tertiary,,yes,,,,,,,,,,,,,,
304943459,residential,,yes,,,,,,,,,,,,,,
304943460,tertiary,,no,,,,,,,,,,,,,,
